Time,Id,Byte1,Byte2,Byte3,Byte4,Byte5,Byte6,Byte7,Byte8,Label
1200000000.024051,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.024052,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.025004,0D0,1A,71,04,60,F9,00,00,00,Benign
1200000000.02604,033,00,07,C8,00,0C,C0,07,D0,Benign
1200000000.026041,2E1,00,00,00,00,00,00,00,04,Benign
1200000000.026042,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.026043,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.027004,0F4,9A,0C,01,02,04,B1,02,40,Benign
1200000000.027005,354,1F,FF,40,00,00,03,FA,00,Benign
1200000000.027006,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.027007,162,00,08,00,03,EA,11,F4,CE,Benign
1200000000.02805,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.028051,55C,10,1B,00,00,41,82,30,00,Benign
1200000000.028052,577,00,00,08,00,00,00,01,44,Benign
1200000000.029071,3B9,20,04,72,00,00,00,5C,42,Benign
1200000000.030083,3C1,7B,55,1F,BB,D0,54,69,2E,Benign
1200000000.031104,193,00,08,08,03,E4,98,00,00,Benign
1200000000.031105,20E,4E,20,03,A0,00,3F,4F,FF,Benign
1200000000.031106,522,DF,7F,D1,EF,0B,B8,F0,DC,Benign
1200000000.031107,21D,00,00,00,00,00,01,00,00,Benign
1200000000.03215,125,90,00,2D,DF,20,39,E3,60,Benign
1200000000.032152,366,7F,DD,C8,02,01,47,CE,78,Benign
1200000000.032153,580,00,00,00,03,C3,88,00,00,Benign
1200000000.032154,434,03,4A,A0,AA,DB,1B,DC,E0,Benign
1200000000.033151,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.033152,00E,20,53,16,02,08,09,75,56,Benign
1200000000.033153,498,84,00,20,00,F0,80,00,0C,Benign
1200000000.033154,464,00,02,40,00,00,90,0E,9F,Benign
1200000000.034177,230,17,00,1E,F2,9C,00,0E,00,Benign
1200000000.035205,03C,00,00,04,00,2A,00,00,00,Benign
1200000000.035206,207,04,00,20,40,28,DE,E1,18,Benign
1200000000.035207,153,00,00,00,04,00,0C,00,04,Benign
1200000000.036228,354,1F,FF,40,00,00,03,FA,00,Benign
1200000000.03623,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.036231,295,00,00,00,00,00,00,00,40,Benign
1200000000.036232,662,4E,20,00,00,40,00,00,00,Benign
1200000000.037166,28B,00,00,00,00,00,00,00,00,Benign
1200000000.037168,19C,08,F6,20,00,02,00,28,90,Benign
1200000000.03717,0D0,22,71,04,60,F8,00,00,00,Benign
1200000000.037171,033,00,07,C0,00,0D,00,07,D0,Benign
1200000000.038166,274,00,F2,04,FB,10,7C,81,DD,Benign
1200000000.038167,0C0,00,00,00,00,00,00,00,00,Benign
1200000000.038168,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.038169,1CA,3F,F9,FF,80,00,00,0C,38,Benign
1200000000.039209,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.039211,4C9,01,F9,15,82,0D,02,F6,0B,Benign
1200000000.039228,1D6,02,0D,82,80,30,24,05,00,Benign
1200000000.039229,585,00,40,00,00,00,02,00,18,Benign
1200000000.040255,69E,04,40,04,7D,1F,C0,15,62,Benign
1200000000.040257,125,90,00,2D,DF,20,39,C5,60,Benign
1200000000.041271,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.041273,107,00,00,00,00,00,00,00,00,Benign
1200000000.041274,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.042285,0BA,06,A8,11,C4,10,00,08,62,Benign
1200000000.043307,00E,20,53,16,02,08,09,75,5C,Benign
1200000000.044566,2C1,01,F3,4F,C7,CA,9F,54,A6,Benign
1200000000.045562,0D7,00,00,02,00,80,00,00,00,Benign
1200000000.045563,0D0,2A,71,04,60,F7,00,00,00,Benign
1200000000.045564,2E1,00,00,00,00,00,00,00,04,Benign
1200000000.046526,354,1F,FF,40,00,00,03,F2,80,Benign
1200000000.046528,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.046529,033,00,07,B8,00,0D,40,07,D0,Benign
1200000000.04653,162,00,08,00,03,EA,11,F4,CE,Benign
1200000000.047601,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.047603,2A3,00,00,00,03,FE,80,2C,00,Benign
1200000000.049994,125,90,00,2D,DF,20,39,A7,60,Benign
1200000000.051001,193,00,08,08,03,E4,98,00,00,Benign
1200000000.051002,20E,4E,20,03,A0,00,3F,4F,FF,Benign
1200000000.051003,522,DF,7F,D1,EF,0B,40,F0,DC,Benign
1200000000.051004,366,7F,DD,C8,02,01,47,CE,78,Benign
1200000000.051935,1E5,01,46,04,05,A8,41,A3,E0,Benign
1200000000.051936,580,00,00,00,03,BC,08,00,00,Benign
1200000000.051937,434,03,6A,A0,AA,DB,1B,DC,E0,Benign
1200000000.051938,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.052966,2B4,12,CB,F2,00,00,00,58,00,Benign
1200000000.052967,498,84,00,20,00,EF,80,00,0D,Benign
1200000000.052968,00E,20,53,16,02,08,09,75,56,Benign
1200000000.052969,32D,00,00,04,20,A8,01,00,20,Benign
1200000000.053943,230,16,00,1E,F2,9C,00,10,00,Benign
1200000000.055048,3C1,7B,55,1F,BC,0F,55,29,2E,Benign
1200000000.05505,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.056056,153,00,00,00,04,00,0C,00,04,Benign
1200000000.056057,354,1F,FF,40,00,00,03,F2,80,Benign
1200000000.056058,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.056059,662,4E,20,00,00,40,00,00,00,Benign
1200000000.057044,28B,00,00,00,00,00,00,00,00,Benign
1200000000.057045,19C,0C,F2,20,00,02,00,28,90,Benign
1200000000.057046,0D0,32,71,04,60,F6,00,00,00,Benign
1200000000.057047,033,00,07,B0,00,0D,80,07,D0,Benign
1200000000.058105,274,00,F2,06,F9,10,7C,81,DD,Benign
1200000000.058107,0C0,00,00,00,00,00,00,00,00,Benign
1200000000.058108,6FC,00,00,07,55,B0,B7,58,20,Benign
1200000000.058109,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.059102,239,00,00,00,7D,00,00,40,A0,Benign
1200000000.060125,69E,04,40,04,7D,1F,C0,15,42,Benign
1200000000.061124,125,90,00,2D,DF,20,39,89,60,Benign
1200000000.061126,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.061127,107,00,00,00,00,00,00,00,00,Benign
1200000000.062126,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.062128,0F1,42,10,1D,40,03,D9,D4,00,Benign
1200000000.063159,00E,20,53,16,02,08,09,75,56,Benign
1200000000.06316,2E2,18,08,0D,40,40,00,01,18,Benign
1200000000.063161,345,05,02,02,C2,3C,77,40,81,Benign
1200000000.064155,430,00,3F,44,8C,58,80,10,A0,Benign
1200000000.064156,130,00,01,60,00,00,00,00,00,Benign
1200000000.064157,4FD,11,25,0A,50,33,07,CA,08,Benign
1200000000.065172,295,00,00,00,00,00,00,00,40,Benign
1200000000.066202,0D0,3A,71,04,60,F5,00,00,00,Benign
1200000000.066203,2E1,00,00,00,00,00,00,00,04,Benign
1200000000.066204,354,1F,FF,40,00,00,03,E3,80,Benign
1200000000.066205,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.067196,033,00,07,A8,00,0D,C0,07,D0,Benign
1200000000.067198,162,00,08,00,03,EA,11,F4,CE,Benign
1200000000.067199,0A7,20,10,FA,24,E1,2B,60,A0,Benign
1200000000.067199,497,00,00,00,00,00,00,00,00,Benign
1200000000.070026,125,90,00,2D,DF,20,39,6B,60,Benign
1200000000.071031,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.071033,193,00,08,08,03,E4,98,00,00,Benign
1200000000.071034,20E,4E,20,03,A0,00,3F,6F,FF,Benign
1200000000.071035,522,DF,7F,D1,EF,0A,C8,F0,DC,Benign
1200000000.072031,366,7F,DD,C8,02,01,47,CE,78,Benign
1200000000.072033,580,00,00,00,03,B4,88,00,00,Benign
1200000000.072034,434,03,82,A0,AA,DB,1B,DC,E0,Benign
1200000000.072035,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.073018,498,84,00,20,00,EE,80,00,0E,Benign
1200000000.073019,230,15,00,1E,F2,9C,00,12,00,Benign
1200000000.07302,00E,20,53,16,02,08,09,75,5C,Benign
1200000000.075073,4E7,00,00,00,13,03,7D,00,00,Benign
1200000000.076093,153,00,00,00,04,00,0C,00,04,Benign
1200000000.076094,354,1F,FF,40,00,00,03,DC,00,Benign
1200000000.076095,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.076096,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.077054,662,4E,20,00,00,40,00,00,00,Benign
1200000000.077056,684,58,DC,80,19,41,6D,D0,1E,Benign
1200000000.077057,636,24,9C,00,00,F0,8D,A0,00,Benign
1200000000.077057,2D7,10,00,60,D8,00,00,00,08,Benign
1200000000.078114,28B,00,00,00,00,00,00,00,00,Benign
1200000000.078117,19C,10,EE,20,00,02,00,28,90,Benign
1200000000.078118,0D0,42,71,04,60,F4,00,00,00,Benign
1200000000.078119,033,00,07,A0,00,0E,00,07,D0,Benign
1200000000.079137,274,00,F2,08,F7,10,7C,81,DD,Benign
1200000000.079138,0C0,00,00,00,00,00,00,00,00,Benign
1200000000.079139,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.07914,2D2,00,00,50,00,00,00,00,00,Benign
1200000000.080137,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.080139,3E4,00,FC,00,00,05,00,00,00,Benign
1200000000.08014,3C1,7B,55,1F,BB,4F,55,E9,2E,Benign
1200000000.08014,65C,40,0D,52,76,90,00,00,00,Benign
1200000000.080141,69E,04,40,04,7E,1F,C0,15,42,Benign
1200000000.08114,125,90,00,2D,DF,20,39,4D,60,Benign
1200000000.081142,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.081143,577,00,00,08,00,00,00,01,44,Benign
1200000000.081144,107,00,00,00,00,00,00,00,00,Benign
1200000000.082159,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.082161,0BA,06,A8,11,C4,10,00,08,66,Benign
1200000000.082162,041,80,22,00,20,01,00,00,00,Benign
1200000000.083177,26E,01,06,40,82,89,46,0A,04,Benign
1200000000.083178,00E,20,53,16,02,08,09,75,50,Benign
1200000000.084982,0D0,4A,71,04,60,F3,00,00,00,Benign
1200000000.086019,033,00,07,98,00,0E,40,07,D0,Benign
1200000000.08602,2E1,00,00,00,00,00,00,00,04,Benign
1200000000.086021,354,1F,FF,40,00,00,03,DC,00,Benign
1200000000.086022,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.087004,162,00,08,00,03,EA,11,F4,CE,Benign
1200000000.087005,0A7,20,10,FA,24,E1,2B,60,A0,Benign
1200000000.089823,5B3,04,00,00,00,00,00,04,00,Benign
1200000000.090843,125,90,00,2D,DF,20,39,2F,60,Benign
1200000000.090844,193,00,08,08,03,E4,98,00,00,Benign
1200000000.090845,20E,4E,20,03,A0,00,3F,6F,FF,Benign
1200000000.090846,522,DF,7F,D1,EF,0A,50,F0,DC,Benign
1200000000.091843,366,7F,DD,C8,02,01,47,CE,78,Benign
1200000000.091845,580,00,00,00,03,AD,08,00,00,Benign
1200000000.091846,434,03,AA,A0,AA,DB,1B,DC,E0,Benign
1200000000.091847,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.092871,498,84,00,20,00,ED,80,00,0F,Benign
1200000000.092873,230,14,00,1E,F2,9C,00,14,00,Benign
1200000000.092874,00E,20,53,16,02,08,09,75,50,Benign
1200000000.093883,2B4,12,CB,F2,00,00,00,58,00,Benign
1200000000.095053,153,00,00,00,04,00,0C,00,04,Benign
1200000000.096078,295,00,00,00,00,00,00,00,40,Benign
1200000000.096079,354,1F,FF,40,00,00,03,CD,00,Benign
1200000000.09608,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.096081,662,4E,20,00,00,40,00,00,00,Benign
1200000000.097074,28B,00,00,00,00,00,00,00,00,Benign
1200000000.097076,19C,14,EA,20,00,02,00,28,90,Benign
1200000000.097077,0D0,52,71,04,60,F2,00,00,00,Benign
1200000000.097078,033,00,07,90,00,0E,80,07,D0,Benign
1200000000.098123,274,00,F2,0A,F5,10,7C,81,DD,Benign
1200000000.098125,0C0,00,00,00,00,00,00,00,00,Benign
1200000000.098126,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.098127,407,40,00,DF,F0,1C,80,2A,20,Benign
1200000000.09912,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.100146,69E,04,40,04,7E,1F,C0,15,42,Benign
1200000000.101071,125,90,00,2D,DF,20,39,11,60,Benign
1200000000.101073,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.101074,107,00,00,00,00,00,00,00,00,Benign
1200000000.102083,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.102084,297,11,00,00,20,00,02,51,10,Benign
1200000000.102085,5AF,20,00,00,00,00,20,68,00,Benign
1200000000.102086,32D,00,00,04,20,A8,01,00,20,Benign
1200000000.103102,00E,20,53,16,02,08,09,75,56,Benign
1200000000.104459,3C1,7B,55,1F,BC,4D,D6,69,2E,Benign
1200000000.105474,0D0,5A,71,04,60,F1,00,00,00,Benign
1200000000.105476,033,00,07,88,00,0E,C0,07,D0,Benign
1200000000.105477,2E1,00,00,00,00,00,00,00,04,Benign
1200000000.106496,354,1F,FF,40,00,00,03,BE,00,Benign
1200000000.106497,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.106498,162,00,08,00,03,EA,11,F4,CE,Benign
1200000000.106499,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.107477,66C,00,80,10,00,18,00,00,20,Benign
1200000000.109908,125,90,00,2D,DF,20,38,F3,60,Benign
1200000000.11089,193,00,08,08,03,E4,98,00,00,Benign
1200000000.110891,20E,4E,20,07,A0,00,3F,6F,FF,Benign
1200000000.110892,522,DF,7F,D1,EF,09,D8,F0,DC,Benign
1200000000.110893,366,7F,DD,C8,02,01,47,CE,78,Benign
1200000000.111912,580,00,00,00,03,A5,88,00,00,Benign
1200000000.111913,434,03,CA,A0,AA,DB,1B,DC,E0,Benign
1200000000.111914,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.111915,498,84,00,20,00,FC,80,00,00,Benign
1200000000.112932,230,13,00,1E,F2,9C,00,16,00,Benign
1200000000.112933,00E,20,53,16,02,08,09,75,56,Benign
1200000000.113951,4FD,11,18,0A,50,21,05,4A,08,Benign
1200000000.11501,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.116016,153,00,00,00,04,00,0C,00,04,Benign
1200000000.116017,354,1F,FF,40,00,00,03,BE,00,Benign
1200000000.116018,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.116019,662,4E,20,00,00,40,00,00,00,Benign
1200000000.117061,28B,00,00,00,00,00,00,00,00,Benign
1200000000.117063,19C,18,E6,20,00,02,00,28,90,Benign
1200000000.117064,0D0,62,71,04,60,F0,00,00,00,Benign
1200000000.117065,033,00,07,80,00,0F,00,07,D0,Benign
1200000000.118062,274,00,F2,0C,F3,10,7C,81,DD,Benign
1200000000.118063,0C0,00,00,00,00,00,00,00,00,Benign
1200000000.118064,0A7,20,10,FA,24,E1,2B,60,A0,Benign
1200000000.118065,03D,00,00,24,00,00,00,00,00,Benign
1200000000.119972,69E,04,40,04,7E,1F,C0,15,42,Benign
1200000000.120938,125,90,00,2D,DF,20,38,D5,60,Benign
1200000000.120939,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.120939,107,00,00,00,00,00,00,00,00,Benign
1200000000.121998,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.121999,0BA,06,A8,11,C4,10,00,08,66,Benign
1200000000.122998,00E,20,53,16,02,08,09,75,56,Benign
1200000000.124005,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.125024,295,00,00,00,00,00,00,00,40,Benign
1200000000.126027,0D0,6A,71,04,60,EF,00,00,00,Benign
1200000000.126028,2E1,00,00,00,00,00,00,00,04,Benign
1200000000.126029,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.12603,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.127026,0F4,9A,0C,01,02,04,B1,02,40,Benign
1200000000.127027,354,1F,FF,40,00,00,03,B6,80,Benign
1200000000.127028,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.127029,033,00,07,78,00,0F,40,07,D0,Benign
1200000000.128039,162,00,08,00,03,EA,11,F4,CE,Benign
1200000000.12804,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.128041,577,00,00,08,00,00,00,01,44,Benign
1200000000.129395,3C1,7B,55,1F,BC,4D,56,E9,2E,Benign
1200000000.13044,125,90,00,2D,DF,20,38,B7,60,Benign
1200000000.130441,193,00,08,08,03,E4,98,00,00,Benign
1200000000.130442,20E,4E,20,07,A0,00,3F,6F,FF,Benign
1200000000.13146,522,DF,7F,D1,EF,09,60,F0,DC,Benign
1200000000.131461,366,7F,DD,C8,02,01,47,CE,78,Benign
1200000000.131462,580,00,00,00,03,9E,08,00,00,Benign
1200000000.131463,434,03,EA,A0,AA,DB,1B,DC,E0,Benign
1200000000.132459,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.13246,498,84,00,20,00,FB,80,00,01,Benign
1200000000.132461,464,00,02,40,00,00,90,1D,90,Benign
1200000000.132462,230,12,00,1E,F2,9C,00,18,00,Benign
1200000000.133477,00E,20,53,16,02,08,09,75,3E,Benign
1200000000.134519,03C,00,00,04,00,2A,00,00,00,Benign
1200000000.13554,207,04,04,60,48,28,DE,F5,18,Benign
1200000000.135541,153,00,00,00,04,00,0C,00,04,Benign
1200000000.135542,662,4E,20,00,00,40,00,00,00,Benign
1200000000.135543,354,1F,FF,40,00,00,03,B6,80,Benign
1200000000.136539,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.136541,28B,00,00,00,00,00,00,00,00,Benign
1200000000.136542,19C,1C,E2,20,00,02,00,28,90,Benign
1200000000.136543,0D0,72,71,04,60,EE,00,00,00,Benign
1200000000.137562,033,00,07,70,00,0F,80,07,D0,Benign
1200000000.137563,274,00,F2,0E,F1,10,7C,81,DD,Benign
1200000000.137564,0C0,00,00,00,00,00,00,00,00,Benign
1200000000.137565,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.138563,1CA,3F,F9,FF,80,00,00,0C,38,Benign
1200000000.138564,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.138565,4C9,01,F9,15,82,0D,03,F6,4B,Benign
1200000000.138566,1D6,02,8B,C0,80,34,74,05,90,Benign
1200000000.139581,585,00,40,00,00,00,02,00,18,Benign
1200000000.140579,69E,04,40,04,7E,1F,C0,15,42,Benign
1200000000.14058,125,90,00,2D,DF,20,38,99,60,Benign
1200000000.140581,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.141594,107,00,00,00,00,00,00,00,00,Benign
1200000000.141595,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.142593,00E,20,53,16,02,08,09,75,56,Benign
1200000000.144988,0D7,00,00,02,00,80,00,00,00,Benign
1200000000.146012,0D0,7A,71,04,60,ED,00,00,00,Benign
1200000000.146013,2E1,00,00,00,00,00,00,00,04,Benign
1200000000.146014,354,1F,FF,40,00,00,03,A7,80,Benign
1200000000.146015,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.147013,033,00,07,68,00,0F,C0,07,D0,Benign
1200000000.147014,162,00,08,00,03,EA,11,F4,CE,Benign
1200000000.147015,0A7,20,10,FA,24,F1,2B,60,A0,Benign
1200000000.147016,2A3,00,00,00,03,FE,80,2B,80,Benign
1200000000.149428,2C1,01,F3,AF,C7,CA,1F,3C,BA,Benign
1200000000.150429,125,90,00,2D,DF,20,38,7B,60,Benign
1200000000.15043,193,00,08,08,03,E4,98,00,00,Benign
1200000000.150431,20E,4E,20,07,A0,00,3F,6F,FF,Benign
1200000000.15145,522,DF,7F,D1,EF,08,E8,F0,DC,Benign
1200000000.151451,366,7F,DD,C8,02,01,47,CE,78,Benign
1200000000.151452,32D,00,00,04,20,A8,01,00,20,Benign
1200000000.151453,580,00,00,00,03,96,88,00,00,Benign
1200000000.152471,434,04,0A,A0,AA,DB,1B,DC,E0,Benign
1200000000.152472,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.152472,00E,20,53,16,02,08,09,75,5C,Benign
1200000000.152473,498,84,00,20,00,FA,80,00,02,Benign
1200000000.153495,230,11,00,1E,F2,9C,00,1A,00,Benign
1200000000.154512,3C1,7B,55,1F,BC,4C,97,A9,2E,Benign
1200000000.155532,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.155533,153,00,00,00,04,00,0C,00,04,Benign
1200000000.155534,354,1F,FF,40,00,00,04,18,00,Benign
1200000000.155535,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.156554,295,00,00,00,00,00,00,00,40,Benign
1200000000.156555,662,4E,20,00,00,40,00,00,00,Benign
1200000000.156556,28B,00,00,00,00,00,00,00,00,Benign
1200000000.156557,19C,00,FE,20,00,02,00,28,90,Benign
1200000000.157576,0D0,02,71,04,60,FC,00,00,00,Benign
1200000000.157577,033,00,07,E0,00,0C,00,07,D0,Benign
1200000000.157578,274,00,F2,00,FF,10,7C,81,DD,Benign
1200000000.157579,0C0,00,00,00,00,00,00,00,00,Benign
1200000000.158574,6FC,00,00,07,55,70,B7,58,20,Benign
1200000000.158575,0A7,20,10,FA,24,E1,2B,60,A0,Benign
1200000000.158576,239,00,00,00,7D,00,00,40,A0,Benign
1200000000.159931,69E,04,40,04,7E,1F,C0,15,42,Benign
1200000000.160948,125,90,00,2D,DF,20,38,5D,60,Benign
1200000000.160949,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.16197,107,00,00,00,00,00,00,00,00,Benign
1200000000.161971,FFF,00,00,00,00,00,00,00,00,Benign
1200000000.161972,0BA,06,A8,11,C4,10,00,08,66,Benign
1200000000.162971,00E,20,53,16,02,08,09,75,5C,Benign
1200000000.162972,2E2,18,08,0D,40,40,00,01,18,Benign
1200000000.162973,345,05,02,02,C2,3C,77,40,81,Benign
1200000000.163994,430,00,3F,44,8C,58,80,10,A0,Benign
1200000000.163995,130,00,01,60,00,00,00,00,00,Benign
1200000000.163996,4FD,11,18,0A,50,21,05,4A,08,Benign
1200000000.165011,0D0,0A,71,04,60,FB,00,00,00,Benign
1200000000.166012,033,00,07,D8,00,0C,40,07,D0,Benign
1200000000.166013,2E1,00,00,00,00,00,00,00,04,Benign
1200000000.166014,354,1F,FF,40,00,00,04,18,00,Benign
1200000000.166015,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1200000000.167032,162,00,08,00,03,EA,11,F4,CE,Benign
1200000000.167033,0A7,20,10,FA,24,E1,2B,60,A0,Benign
1200000000.167034,497,00,00,00,00,00,00,00,00,Benign
1200000000.16991,125,90,00,2D,DF,20,38,3F,60,Benign
1200000000.170929,193,00,08,08,03,E4,98,00,00,Benign
1200000000.17093,20E,4E,20,07,A0,00,3F,8F,FF,Benign
1200000000.170931,522,DF,7F,D1,EF,08,70,F0,DC,Benign
1200000000.170932,366,7F,DD,C8,02,01,47,CE,78,Benign
1200000000.171929,580,00,00,00,03,8F,08,00,00,Benign
1200000000.17193,434,04,2A,A0,AA,DB,1B,DC,E0,Benign
1200000000.171931,6E0,00,00,00,00,00,00,00,00,Benign
1200000000.171932,498,84,00,20,00,F9,80,00,03,Benign
1200000000.172949,230,10,00,1E,F2,9C,00,1C,00,Benign
1200000000.17295,00E,20,53,16,02,08,09,75,50,Benign
